province_th,district_th,province_key,district_key,Ss,S1,region,source_standard,source_section,source_table,source_page_pdf,source_standard_page,source_note
ชลบุรี,สัตหีบ,ชลบุรี,สัตหีบ,0.116,0.049,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชลบุรี,หนองใหญ่,ชลบุรี,หนองใหญ่,0.094,0.04,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยนาท,เนินขาม,ชัยนาท,เนินขาม,0.362,0.116,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยนาท,หนองมะโมง,ชัยนาท,หนองมะโมง,0.385,0.119,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยนาท,มโนรมย์,ชัยนาท,มโนรมย์,0.15,0.069,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยนาท,เมืองชัยนาท,ชัยนาท,เมืองชัยนาท,0.17,0.075,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยนาท,วัดสิงห์,ชัยนาท,วัดสิงห์,0.207,0.083,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยนาท,สรรคบุรี,ชัยนาท,สรรคบุรี,0.161,0.073,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยนาท,สรรพยา,ชัยนาท,สรรพยา,0.126,0.064,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยนาท,หันคา,ชัยนาท,หันคา,0.22,0.088,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยภูมิ,เกษตรสมบูรณ์,ชัยภูมิ,เกษตรสมบูรณ์,0.075,0.035,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยภูมิ,แก้งคร้อ,ชัยภูมิ,แก้งคร้อ,0.052,0.032,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยภูมิ,คอนสวรรค์,ชัยภูมิ,คอนสวรรค์,0.048,0.031,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยภูมิ,คอนสาร,ชัยภูมิ,คอนสาร,0.104,0.038,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยภูมิ,จัตุรัส,ชัยภูมิ,จัตุรัส,0.045,0.032,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยภูมิ,ซับใหญ่,ชัยภูมิ,ซับใหญ่,0.048,0.034,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยภูมิ,เทพสถิต,ชัยภูมิ,เทพสถิต,0.048,0.035,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยภูมิ,เนินสง่า,ชัยภูมิ,เนินสง่า,0.045,0.032,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยภูมิ,บ้านเขว้า,ชัยภูมิ,บ้านเขว้า,0.049,0.032,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยภูมิ,บ้านแท่น,ชัยภูมิ,บ้านแท่น,0.061,0.032,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยภูมิ,บำเหน็จณรงค์,ชัยภูมิ,บำเหน็จณรงค์,0.047,0.033,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยภูมิ,ภักดีชุมพล,ชัยภูมิ,ภักดีชุมพล,0.059,0.036,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยภูมิ,ภูเขียว,ชัยภูมิ,ภูเขียว,0.06,0.032,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยภูมิ,เมืองชัยภูมิ,ชัยภูมิ,เมืองชัยภูมิ,0.047,0.031,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยภูมิ,หนองบัวแดง,ชัยภูมิ,หนองบัวแดง,0.059,0.034,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชัยภูมิ,หนองบัวระเหว,ชัยภูมิ,หนองบัวระเหว,0.05,0.033,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชุมพร,ท่าแซะ,ชุมพร,ท่าแซะ,0.108,0.078,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชุมพร,ทุ่งตะโก,ชุมพร,ทุ่งตะโก,0.16,0.079,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชุมพร,ปะทิว,ชุมพร,ปะทิว,0.097,0.075,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชุมพร,พะโต๊ะ,ชุมพร,พะโต๊ะ,0.286,0.093,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชุมพร,เมืองชุมพร,ชุมพร,เมืองชุมพร,0.12,0.08,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชุมพร,ละแม,ชุมพร,ละแม,0.188,0.082,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชุมพร,สวี,ชุมพร,สวี,0.149,0.08,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ชุมพร,หลังสวน,ชุมพร,หลังสวน,0.18,0.082,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงราย,ขุนตาล,เชียงราย,ขุนตาล,0.769,0.175,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงราย,เชียงของ,เชียงราย,เชียงของ,0.796,0.202,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงราย,เชียงแสน,เชียงราย,เชียงแสน,0.984,0.296,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงราย,ดอยหลวง,เชียงราย,ดอยหลวง,1.015,0.329,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงราย,เทิง,เชียงราย,เทิง,0.763,0.16,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงราย,ป่าแดด,เชียงราย,ป่าแดด,0.772,0.157,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงราย,พญาเม็งราย,เชียงราย,พญาเม็งราย,0.787,0.188,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงราย,พาน,เชียงราย,พาน,0.831,0.175,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงราย,เมืองเชียงราย,เชียงราย,เมืองเชียงราย,0.917,0.25,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงราย,แม่จัน,เชียงราย,แม่จัน,1.022,0.306,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงราย,แม่ฟ้าหลวง,เชียงราย,แม่ฟ้าหลวง,1.015,0.292,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงราย,แม่ลาว,เชียงราย,แม่ลาว,0.884,0.22,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงราย,แม่สรวย,เชียงราย,แม่สรวย,0.894,0.212,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงราย,แม่สาย,เชียงราย,แม่สาย,0.981,0.278,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงราย,เวียงแก่น,เชียงราย,เวียงแก่น,0.767,0.182,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงราย,เวียงเชียงรุ้ง,เชียงราย,เวียงเชียงรุ้ง,0.931,0.267,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงราย,เวียงชัย,เชียงราย,เวียงชัย,0.879,0.229,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,27,13,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
